,Stint,Vuelta,PitIn,TiempoParadaAc,TiempoStint,Vueltas,Piloto,TiempoPilotoAc,TiempoParada,PitOut,NumEquipo,Equipo
189,6,299,21280.0,916.0,1324.0,19,FABIO FRANCO,1324.0,153.70399856567383,21434.0,9,PROJECT EQTOX
190,7,401,28420.0,1069.0,6986.0,102,FABIO FRANCO,8310.0,152.76399993896484,28573.0,9,PROJECT EQTOX
191,8,424,30149.0,1221.0,1575.0,23,FERNANDO VILLEGAS,1575.0,152.30199813842773,30301.0,9,PROJECT EQTOX
192,9,524,37095.0,1373.0,6794.0,100,FERNANDO VILLEGAS,8369.0,152.17300033569336,37248.0,9,PROJECT EQTOX
193,10,630,44473.0,1526.0,7225.0,106,DANIEL HERREROS,11199.0,152.69800186157227,44625.0,9,PROJECT EQTOX
194,11,641,45380.0,1678.0,754.0,11,DANIELE ANTRONACO,8774.0,152.16500091552734,45533.0,9,PROJECT EQTOX
195,12,722,51015.0,1831.0,5482.0,81,DANIELE ANTRONACO,14256.0,152.81999969482422,51168.0,9,PROJECT EQTOX
196,13,827,58384.0,1984.0,7216.0,105,FEDERICO SEGUNDO,14415.0,152.95600128173828,58537.0,9,PROJECT EQTOX
197,14,932,65696.0,2136.0,7159.0,105,FABIO FRANCO,15470.0,152.23300170898438,65849.0,9,PROJECT EQTOX
198,15,1043,73297.0,2289.0,7448.0,111,FERNANDO VILLEGAS,15818.0,152.5880012512207,73450.0,9,PROJECT EQTOX
199,16,1052,74066.0,2440.0,616.0,9,DANIEL HERREROS,11815.0,151.5939998626709,74217.0,9,PROJECT EQTOX
200,17,1101,77543.0,2592.0,3325.0,49,DANIEL HERREROS,15141.0,152.20800018310547,77695.0,9,PROJECT EQTOX
201,18,1110,78312.0,2744.0,616.0,9,DANIELE ANTRONACO,14873.0,151.71299934387207,78464.0,9,PROJECT EQTOX
202,19,1179,83111.0,2896.0,4647.0,69,DANIELE ANTRONACO,19520.0,151.58300018310547,83263.0,9,PROJECT EQTOX
203,20,1186,83743.0,3047.0,480.0,7,FEDERICO SEGUNDO,14896.0,151.52000045776367,83895.0,9,PROJECT EQTOX
204,21,1195,84503.0,3199.0,608.0,9,FEDERICO SEGUNDO,15504.0,152.07899856567383,84655.0,9,PROJECT EQTOX
205,22,1206,85402.0,3351.0,747.0,11,FEDERICO SEGUNDO,16251.0,151.79700088500977,85554.0,9,PROJECT EQTOX
206,23,1220,86461.0,0.0,906.0,14,FEDERICO SEGUNDO,17158.0,0.0,0.0,9,PROJECT EQTOX
207,1,10,761.0,152.0,761.0,10,LORENZO UROSA,761.0,152.26399993896484,914.0,10,CREATIA RACING TEAM
208,2,104,7308.0,303.0,6394.0,94,LORENZO UROSA,7155.0,150.84600067138672,7459.0,10,CREATIA RACING TEAM
209,3,119,8481.0,454.0,1022.0,15,ALEX LOPEZ,1022.0,151.2450008392334,8632.0,10,CREATIA RACING TEAM
210,4,167,11905.0,605.0,3272.0,48,ALEX LOPEZ,4294.0,151.05699920654297,12056.0,10,CREATIA RACING TEAM
211,5,217,15442.0,756.0,3386.0,50,JONATHAN CRESPO,3386.0,151.03400039672852,15593.0,10,CREATIA RACING TEAM
212,6,243,17366.0,907.0,1773.0,26,JONATHAN CRESPO,5159.0,151.1259994506836,17518.0,10,CREATIA RACING TEAM
213,7,354,25018.0,1058.0,7500.0,111,JAVI GARRIDO,7500.0,151.16300010681152,25169.0,10,CREATIA RACING TEAM
214,8,455,32002.0,1209.0,6832.0,101,LORENZO UROSA,13988.0,151.11499977111816,32153.0,10,CREATIA RACING TEAM
215,9,510,35910.0,1360.0,3756.0,55,ALEX LOPEZ,8051.0,150.44300079345703,36060.0,10,CREATIA RACING TEAM
216,10,580,40810.0,1511.0,4749.0,70,ALEX LOPEZ,12801.0,151.35000038146973,40961.0,10,CREATIA RACING TEAM
217,11,684,47949.0,1662.0,6987.0,104,JONATHAN CRESPO,12147.0,151.04700088500977,48100.0,10,CREATIA RACING TEAM
218,12,787,55055.0,1814.0,6954.0,103,JAVI GARRIDO,14455.0,151.83699989318848,55206.0,10,CREATIA RACING TEAM
219,13,824,57734.0,1965.0,2527.0,37,LORENZO UROSA,16515.0,150.81999969482422,57884.0,10,CREATIA RACING TEAM
220,14,930,64956.0,2116.0,7072.0,106,JONATHAN CRESPO,19219.0,150.82200050354004,65107.0,10,CREATIA RACING TEAM
221,15,950,66472.0,2267.0,1364.0,20,LORENZO UROSA,17880.0,151.07200050354004,66623.0,10,CREATIA RACING TEAM
222,16,1012,70827.0,2418.0,4203.0,62,JAVI GARRIDO,18659.0,151.07600021362305,70978.0,10,CREATIA RACING TEAM
223,17,1055,73879.0,2569.0,2901.0,43,ALEX LOPEZ,15703.0,151.10000038146973,74030.0,10,CREATIA RACING TEAM
224,18,1074,75317.0,2720.0,1287.0,19,ALEX LOPEZ,16990.0,150.82900047302246,75468.0,10,CREATIA RACING TEAM
225,19,1163,81437.0,2871.0,5968.0,89,JONATHAN CRESPO,25187.0,151.63699913024902,81588.0,10,CREATIA RACING TEAM
226,20,1175,82400.0,3023.0,812.0,12,LORENZO UROSA,18692.0,151.52499961853027,82552.0,10,CREATIA RACING TEAM
227,21,1207,84716.0,3174.0,2164.0,32,ALEX LOPEZ,19154.0,151.17399978637695,84867.0,10,CREATIA RACING TEAM
228,22,1217,85540.0,3325.0,673.0,10,ALEX LOPEZ,19827.0,151.1280002593994,85691.0,10,CREATIA RACING TEAM
229,23,1229,86450.0,0.0,758.0,12,ALEX LOPEZ,20585.0,0.0,0.0,10,CREATIA RACING TEAM
230,1,103,7074.0,150.0,7074.0,103,ADRIAN GARCIA,7074.0,150.9640007019043,7225.0,11,CREATIA ENDURANCE TEAM
231,2,210,14477.0,302.0,7251.0,107,CRISTIAN BARTOLOME,7251.0,151.3090000152588,14628.0,11,CREATIA ENDURANCE TEAM
232,3,220,15314.0,453.0,685.0,10,DAVID OREJUELA,685.0,151.1550006866455,15465.0,11,CREATIA ENDURANCE TEAM
233,4,327,22725.0,604.0,7260.0,107,DAVID OREJUELA,7945.0,151.03899955749512,22876.0,11,CREATIA ENDURANCE TEAM
234,5,436,30255.0,755.0,7379.0,109,ADRIAN GARCIA,14453.0,151.19400024414062,30407.0,11,CREATIA ENDURANCE TEAM
235,6,449,31295.0,906.0,888.0,13,CRISTIAN BARTOLOME,8140.0,150.89599990844727,31446.0,11,CREATIA ENDURANCE TEAM
236,7,464,32471.0,1058.0,1025.0,15,CRISTIAN BARTOLOME,9165.0,151.4699993133545,32623.0,11,CREATIA ENDURANCE TEAM
237,8,567,39603.0,1209.0,6980.0,103,CRISTIAN BARTOLOME,16145.0,151.69000053405762,39755.0,11,CREATIA ENDURANCE TEAM
238,9,676,47090.0,1360.0,7335.0,109,DAVID OREJUELA,15280.0,150.9689998626709,47241.0,11,CREATIA ENDURANCE TEAM
239,10,701,48942.0,1511.0,1700.0,25,ADRIAN GARCIA,16154.0,151.04400062561035,49093.0,11,CREATIA ENDURANCE TEAM
240,11,818,56922.0,1663.0,7828.0,117,ADRIAN GARCIA,23983.0,151.28400039672852,57073.0,11,CREATIA ENDURANCE TEAM
241,12,919,63863.0,1814.0,6790.0,101,CRISTIAN BARTOLOME,22936.0,151.61899948120117,64015.0,11,CREATIA ENDURANCE TEAM
242,13,955,66445.0,1966.0,2429.0,36,DAVID OREJUELA,17710.0,151.4729995727539,66596.0,11,CREATIA ENDURANCE TEAM
243,14,1076,74701.0,2117.0,8104.0,121,DAVID OREJUELA,25815.0,151.128999710083,74852.0,11,CREATIA ENDURANCE TEAM
244,15,1149,79758.0,2268.0,4905.0,73,ADRIAN GARCIA,28889.0,150.7810001373291,79908.0,11,CREATIA ENDURANCE TEAM
245,16,1158,80514.0,2418.0,605.0,9,CRISTIAN BARTOLOME,23541.0,150.92300033569336,80665.0,11,CREATIA ENDURANCE TEAM
246,17,1167,81274.0,2569.0,609.0,9,CRISTIAN BARTOLOME,24151.0,150.73200035095215,81425.0,11,CREATIA ENDURANCE TEAM
247,18,1176,82032.0,2720.0,606.0,9,CRISTIAN BARTOLOME,24757.0,151.01099967956543,82183.0,11,CREATIA ENDURANCE TEAM
248,19,1185,82787.0,2871.0,604.0,9,CRISTIAN BARTOLOME,25362.0,151.01499938964844,82938.0,11,CREATIA ENDURANCE TEAM
249,20,1194,83547.0,3022.0,608.0,9,CRISTIAN BARTOLOME,25971.0,150.75600051879883,83698.0,11,CREATIA ENDURANCE TEAM
250,21,1209,84706.0,3173.0,1008.0,15,CRISTIAN BARTOLOME,26979.0,150.95199966430664,84857.0,11,CREATIA ENDURANCE TEAM
251,22,1219,85530.0,3324.0,672.0,10,CRISTIAN BARTOLOME,27652.0,151.04700088500977,85681.0,11,CREATIA ENDURANCE TEAM
252,23,1231,86447.0,0.0,765.0,12,CRISTIAN BARTOLOME,28418.0,0.0,0.0,11,CREATIA ENDURANCE TEAM
253,1,104,7113.0,150.0,7113.0,104,ROBERTO GARCIA,7113.0,150.69899940490723,7263.0,12,CREATIA DEPILSOFT
254,2,208,14309.0,301.0,7045.0,104,VALENTIN APARICIO,7045.0,150.75200080871582,14459.0,12,CREATIA DEPILSOFT
255,3,222,15420.0,452.0,961.0,14,RAUL,961.0,151.05299949645996,15571.0,12,CREATIA DEPILSOFT
256,4,329,22846.0,603.0,7274.0,107,RAUL,8235.0,151.3120002746582,22998.0,12,CREATIA DEPILSOFT
257,5,338,23616.0,754.0,618.0,9,RAYAN RUBIO,618.0,150.75900077819824,23767.0,12,CREATIA DEPILSOFT
258,6,446,31063.0,905.0,7295.0,108,RAYAN RUBIO,7914.0,151.21599960327148,31214.0,12,CREATIA DEPILSOFT
259,7,458,32033.0,1057.0,819.0,12,ROBERTO GARCIA,7932.0,151.35799980163574,32185.0,12,CREATIA DEPILSOFT
260,8,502,35196.0,1209.0,3011.0,44,ROBERTO GARCIA,10944.0,152.1240005493164,35348.0,12,CREATIA DEPILSOFT
261,9,511,35965.0,1360.0,616.0,9,VALENTIN APARICIO,7661.0,151.29199981689453,36116.0,12,CREATIA DEPILSOFT
262,10,521,36803.0,1512.0,687.0,10,VALENTIN APARICIO,8348.0,151.64399909973145,36955.0,12,CREATIA DEPILSOFT
263,11,622,43787.0,1663.0,6832.0,101,VALENTIN APARICIO,15181.0,151.38500022888184,43939.0,12,CREATIA DEPILSOFT
264,12,725,50889.0,1814.0,6950.0,103,RAUL,15186.0,151.11100006103516,51040.0,12,CREATIA DEPILSOFT
265,13,824,57722.0,1966.0,6681.0,99,RAYAN RUBIO,14595.0,151.45100021362305,57873.0,12,CREATIA DEPILSOFT
266,14,940,65647.0,2117.0,7773.0,116,ROBERTO GARCIA,18717.0,151.06999969482422,65798.0,12,CREATIA DEPILSOFT
267,15,951,66544.0,2269.0,746.0,11,VALENTIN APARICIO,15927.0,151.7770004272461,66696.0,12,CREATIA DEPILSOFT
268,16,1000,70010.0,2420.0,3313.0,49,VALENTIN APARICIO,19241.0,151.19300079345703,70161.0,12,CREATIA DEPILSOFT
269,17,1055,73898.0,2571.0,3736.0,55,RAUL,18923.0,150.99099922180176,74049.0,12,CREATIA DEPILSOFT
270,18,1167,81574.0,2722.0,7525.0,112,RAYAN RUBIO,22121.0,151.09199905395508,81725.0,12,CREATIA DEPILSOFT
271,19,1176,82337.0,2873.0,612.0,9,VALENTIN APARICIO,19853.0,151.32999992370605,82488.0,12,CREATIA DEPILSOFT
272,20,1197,83903.0,3024.0,1415.0,21,VALENTIN APARICIO,21268.0,150.86300086975098,84054.0,12,CREATIA DEPILSOFT
273,21,1206,84664.0,3176.0,609.0,9,VALENTIN APARICIO,21878.0,151.5620002746582,84815.0,12,CREATIA DEPILSOFT
274,22,1216,85496.0,3327.0,680.0,10,VALENTIN APARICIO,22558.0,151.39500045776367,85647.0,12,CREATIA DEPILSOFT
275,23,1229,86471.0,0.0,823.0,13,VALENTIN APARICIO,23382.0,0.0,0.0,12,CREATIA DEPILSOFT
276,1,111,7592.0,152.0,7592.0,111,CARLOS MARTIN,7592.0,152.1780014038086,7744.0,13,CKM FUOKO - BERYLO VIAJES
277,2,223,15397.0,304.0,7652.0,112,GONZALO PEREZ CALVO,7652.0,152.05599975585938,15549.0,13,CKM FUOKO - BERYLO VIAJES
278,3,337,23315.0,456.0,7766.0,114,VICTOR M DE LOS REYES,7766.0,152.48099899291992,23468.0,13,CKM FUOKO - BERYLO VIAJES
279,4,383,26630.0,608.0,3162.0,46,DIEGO PEREZ CALVO,3162.0,152.20899963378906,26782.0,13,CKM FUOKO - BERYLO VIAJES
280,5,488,33909.0,760.0,7126.0,105,DIEGO PEREZ CALVO,10288.0,151.8740005493164,34061.0,13,CKM FUOKO - BERYLO VIAJES
281,6,516,35966.0,911.0,1904.0,28,CARLOS MARTIN,9497.0,151.0939998626709,36117.0,13,CKM FUOKO - BERYLO VIAJES
282,7,571,39841.0,1063.0,3724.0,55,CARLOS MARTIN,13221.0,151.7150001525879,39993.0,13,CKM FUOKO - BERYLO VIAJES
283,8,616,43053.0,1216.0,3060.0,45,CARLOS MARTIN,16282.0,152.7490005493164,43206.0,13,CKM FUOKO - BERYLO VIAJES
284,9,648,45411.0,1368.0,2205.0,32,GONZALO PEREZ CALVO,9858.0,151.9699993133545,45563.0,13,CKM FUOKO - BERYLO VIAJES
285,10,732,51272.0,1520.0,5708.0,84,GONZALO PEREZ CALVO,15566.0,151.74399948120117,51423.0,13,CKM FUOKO - BERYLO VIAJES
286,11,744,52255.0,1671.0,831.0,12,VICTOR M DE LOS REYES,8597.0,151.6019992828369,52406.0,13,CKM FUOKO - BERYLO VIAJES
287,12,835,58602.0,1823.0,6195.0,91,VICTOR M DE LOS REYES,14793.0,152.04299926757812,58754.0,13,CKM FUOKO - BERYLO VIAJES
288,13,848,59645.0,1975.0,890.0,13,DIEGO PEREZ CALVO,11179.0,152.0870018005371,59797.0,13,CKM FUOKO - BERYLO VIAJES
289,14,889,62591.0,2127.0,2794.0,41,DIEGO PEREZ CALVO,13973.0,151.58099937438965,62742.0,13,CKM FUOKO - BERYLO VIAJES
290,15,946,66604.0,2278.0,3861.0,57,DIEGO PEREZ CALVO,17834.0,151.46599960327148,66755.0,13,CKM FUOKO - BERYLO VIAJES
291,16,1012,71188.0,2430.0,4432.0,66,CARLOS MARTIN,20715.0,152.04600143432617,71340.0,13,CKM FUOKO - BERYLO VIAJES
292,17,1030,72573.0,2582.0,1232.0,18,GONZALO PEREZ CALVO,16799.0,151.73800086975098,72725.0,13,CKM FUOKO - BERYLO VIAJES
293,18,1058,74621.0,2734.0,1896.0,28,GONZALO PEREZ CALVO,18695.0,151.82999992370605,74773.0,13,CKM FUOKO - BERYLO VIAJES
294,19,1068,75457.0,2886.0,684.0,10,VICTOR M DE LOS REYES,15477.0,151.93499946594238,75609.0,13,CKM FUOKO - BERYLO VIAJES
295,20,1117,78925.0,3038.0,3315.0,49,VICTOR M DE LOS REYES,18792.0,152.13700103759766,79077.0,13,CKM FUOKO - BERYLO VIAJES
296,21,1158,81856.0,3190.0,2779.0,41,DIEGO PEREZ CALVO,20614.0,151.7530002593994,82008.0,13,CKM FUOKO - BERYLO VIAJES
297,22,1187,83983.0,3341.0,1975.0,29,GONZALO PEREZ CALVO,20671.0,151.41699981689453,84135.0,13,CKM FUOKO - BERYLO VIAJES
298,23,1222,86443.0,0.0,2308.0,35,CARLOS MARTIN,23023.0,0.0,0.0,13,CKM FUOKO - BERYLO VIAJES
299,1,82,5680.0,152.0,5680.0,82,DIEGO APARICIO,5680.0,152.13299942016602,5832.0,14,CKM REFUGIO CANALLA-ROUTE
300,2,92,6530.0,304.0,698.0,10,MIRIAM GONZALO,698.0,152.15499877929688,6683.0,14,CKM REFUGIO CANALLA-ROUTE
301,3,116,8349.0,456.0,1666.0,24,MIRIAM GONZALO,2365.0,152.6790008544922,8502.0,14,CKM REFUGIO CANALLA-ROUTE
302,4,218,15504.0,609.0,7002.0,102,MIRIAM GONZALO,9367.0,152.1259994506836,15656.0,14,CKM REFUGIO CANALLA-ROUTE
303,5,324,22924.0,766.0,7267.0,106,PABLO SANCHEZ,7267.0,157.29600143432617,23081.0,14,CKM REFUGIO CANALLA-ROUTE
304,6,333,23735.0,918.0,654.0,9,MANUEL SORIANO,654.0,152.46099853515625,23887.0,14,CKM REFUGIO CANALLA-ROUTE
305,7,432,30777.0,1071.0,6889.0,99,MANUEL SORIANO,7543.0,152.6969985961914,30930.0,14,CKM REFUGIO CANALLA-ROUTE
306,8,548,38837.0,1223.0,7907.0,116,DIEGO APARICIO,13587.0,152.1870002746582,38989.0,14,CKM REFUGIO CANALLA-ROUTE
307,9,647,45783.0,1375.0,6793.0,99,MIRIAM GONZALO,16161.0,152.15800094604492,45935.0,14,CKM REFUGIO CANALLA-ROUTE
308,10,743,52507.0,1528.0,6571.0,96,PABLO SANCHEZ,13838.0,152.68500137329102,52659.0,14,CKM REFUGIO CANALLA-ROUTE
309,11,834,58922.0,1680.0,6263.0,91,MANUEL SORIANO,13806.0,152.36800003051758,59075.0,14,CKM REFUGIO CANALLA-ROUTE
310,12,843,59695.0,1832.0,620.0,9,DIEGO APARICIO,14207.0,151.9020004272461,59847.0,14,CKM REFUGIO CANALLA-ROUTE
311,13,922,65227.0,1984.0,5380.0,79,DIEGO APARICIO,19587.0,152.09099960327148,65379.0,14,CKM REFUGIO CANALLA-ROUTE
312,14,957,67785.0,2137.0,2406.0,35,MIRIAM GONZALO,18567.0,152.2750015258789,67938.0,14,CKM REFUGIO CANALLA-ROUTE
313,15,1009,71499.0,2289.0,3561.0,52,PABLO SANCHEZ,17400.0,152.5540008544922,71652.0,14,CKM REFUGIO CANALLA-ROUTE
314,16,1045,74127.0,2443.0,2475.0,36,MANUEL SORIANO,16281.0,153.45399856567383,74280.0,14,CKM REFUGIO CANALLA-ROUTE
315,17,1067,75784.0,2595.0,1503.0,22,DIEGO APARICIO,21091.0,152.38299942016602,75936.0,14,CKM REFUGIO CANALLA-ROUTE
316,18,1088,77375.0,2748.0,1439.0,21,MIRIAM GONZALO,20006.0,153.1699981689453,77528.0,14,CKM REFUGIO CANALLA-ROUTE
317,19,1119,79636.0,2901.0,2107.0,31,PABLO SANCHEZ,19508.0,152.8110008239746,79789.0,14,CKM REFUGIO CANALLA-ROUTE
318,20,1134,80829.0,3054.0,1040.0,15,MANUEL SORIANO,17322.0,152.73400115966797,80982.0,14,CKM REFUGIO CANALLA-ROUTE
319,21,1144,81665.0,3206.0,683.0,10,MANUEL SORIANO,18005.0,152.64699935913086,81818.0,14,CKM REFUGIO CANALLA-ROUTE
320,22,1158,82786.0,3360.0,967.0,14,MANUEL SORIANO,18973.0,153.53200149536133,82939.0,14,CKM REFUGIO CANALLA-ROUTE
321,23,1210,86429.0,0.0,3490.0,52,PABLO SANCHEZ,22998.0,0.0,0.0,14,CKM REFUGIO CANALLA-ROUTE
322,1,68,4754.0,151.0,4754.0,68,LUIS GALLARDO,4754.0,151.65399932861328,4905.0,15,CKM GC RACING - TALLERES ROKY
323,2,158,11114.0,303.0,6209.0,90,ALVARO GIL,6209.0,152.25500106811523,11267.0,15,CKM GC RACING - TALLERES ROKY
324,3,177,12609.0,455.0,1342.0,19,ALBERTO SAZ,1342.0,151.63500022888184,12761.0,15,CKM GC RACING - TALLERES ROKY
325,4,215,15428.0,607.0,2667.0,38,ALBERTO SAZ,4009.0,151.98399925231934,15580.0,15,CKM GC RACING - TALLERES ROKY
326,5,289,20731.0,758.0,5151.0,74,RUBEN DIEZ,5151.0,151.15099906921387,20882.0,15,CKM GC RACING - TALLERES ROKY
327,6,383,27392.0,910.0,6509.0,94,JUAN MANUEL ESCALERA,6509.0,151.95700073242188,27544.0,15,CKM GC RACING - TALLERES ROKY
328,7,495,35204.0,1062.0,7660.0,112,ALVARO GIL,13869.0,152.06000137329102,35356.0,15,CKM GC RACING - TALLERES ROKY
329,8,573,40754.0,1214.0,5397.0,78,ALBERTO SAZ,9407.0,151.6599998474121,40905.0,15,CKM GC RACING - TALLERES ROKY
330,9,650,46197.0,1366.0,5291.0,77,LUIS GALLARDO,10045.0,151.88199996948242,46349.0,15,CKM GC RACING - TALLERES ROKY
331,10,677,48252.0,1518.0,1903.0,27,RUBEN DIEZ,7054.0,152.61199951171875,48405.0,15,CKM GC RACING - TALLERES ROKY
332,11,731,52203.0,1670.0,3798.0,54,RUBEN DIEZ,10852.0,151.64699935913086,52354.0,15,CKM GC RACING - TALLERES ROKY
333,12,823,58667.0,1822.0,6312.0,92,JUAN MANUEL ESCALERA,12822.0,151.6840000152588,58819.0,15,CKM GC RACING - TALLERES ROKY
334,13,867,61853.0,1973.0,3034.0,44,ALVARO GIL,16903.0,151.42700004577637,62005.0,15,CKM GC RACING - TALLERES ROKY
335,14,913,65205.0,2125.0,3200.0,46,ALBERTO SAZ,12607.0,151.47800064086914,65357.0,15,CKM GC RACING - TALLERES ROKY
336,15,925,66185.0,2276.0,828.0,12,LUIS GALLARDO,10874.0,151.26300048828125,66336.0,15,CKM GC RACING - TALLERES ROKY
337,16,1018,72677.0,2428.0,6341.0,93,LUIS GALLARDO,17215.0,151.7779998779297,72829.0,15,CKM GC RACING - TALLERES ROKY
338,17,1057,75537.0,2579.0,2708.0,39,RUBEN DIEZ,13560.0,151.60499954223633,75689.0,15,CKM GC RACING - TALLERES ROKY
339,18,1081,77336.0,2730.0,1647.0,24,RUBEN DIEZ,15207.0,150.871000289917,77487.0,15,CKM GC RACING - TALLERES ROKY
340,19,1118,80061.0,2882.0,2573.0,37,ALBERTO SAZ,15180.0,151.51300048828125,80212.0,15,CKM GC RACING - TALLERES ROKY
341,20,1153,82614.0,3034.0,2402.0,35,JUAN MANUEL ESCALERA,15224.0,152.12200164794922,82766.0,15,CKM GC RACING - TALLERES ROKY
342,21,1170,83938.0,3185.0,1171.0,17,ALVARO GIL,18075.0,151.21299934387207,84089.0,15,CKM GC RACING - TALLERES ROKY
343,22,1187,85261.0,3336.0,1171.0,17,JUAN MANUEL ESCALERA,16396.0,151.35300064086914,85413.0,15,CKM GC RACING - TALLERES ROKY
344,23,1203,86465.0,0.0,1052.0,16,LUIS GALLARDO,18268.0,0.0,0.0,15,CKM GC RACING - TALLERES ROKY
345,1,82,5681.0,151.0,5681.0,82,CRISTIAN LOPEZ,5681.0,151.85300064086914,5832.0,16,FRACING ENDURANCE
346,2,154,10798.0,304.0,4965.0,72,ABEL HERRANZ,4965.0,152.2150001525879,10951.0,16,FRACING ENDURANCE
347,3,167,11847.0,456.0,896.0,13,ABEL HERRANZ,5862.0,152.04399871826172,11999.0,16,FRACING ENDURANCE
348,4,246,17437.0,607.0,5438.0,79,DANIEL DIAZ,5438.0,151.8209991455078,17589.0,16,FRACING ENDURANCE
349,5,260,18551.0,759.0,961.0,14,DANIEL DIAZ,6400.0,152.0279998779297,18703.0,16,FRACING ENDURANCE
350,6,277,19888.0,911.0,1185.0,17,CARLOS LANGREO,1185.0,151.88999938964844,20040.0,16,FRACING ENDURANCE
351,7,338,24284.0,1065.0,4243.0,61,CARLOS LANGREO,5429.0,153.5349998474121,24437.0,16,FRACING ENDURANCE
352,8,437,31326.0,1219.0,6889.0,99,JOSE LUIS RAMAL,6889.0,154.51300048828125,31481.0,16,FRACING ENDURANCE
353,9,540,38560.0,1373.0,7078.0,103,ANGEL GAJINO,7078.0,153.30799865722656,38713.0,16,FRACING ENDURANCE
354,10,640,45600.0,1525.0,6886.0,100,CRISTIAN LOPEZ,12567.0,151.85099983215332,45752.0,16,FRACING ENDURANCE
355,11,752,53412.0,1677.0,7659.0,112,CARLOS LANGREO,13088.0,152.48099899291992,53564.0,16,FRACING ENDURANCE
356,12,774,55088.0,1829.0,1523.0,22,ABEL HERRANZ,7385.0,152.23300170898438,55240.0,16,FRACING ENDURANCE
357,13,827,58906.0,1983.0,3665.0,53,ABEL HERRANZ,11051.0,154.11399841308594,59060.0,16,FRACING ENDURANCE
358,14,935,66418.0,2135.0,7357.0,108,DANIEL DIAZ,13757.0,151.74200057983398,66570.0,16,FRACING ENDURANCE
359,15,1041,73802.0,2288.0,7232.0,106,JOSE LUIS RAMAL,14122.0,153.12200164794922,73956.0,16,FRACING ENDURANCE
360,16,1051,74654.0,2440.0,698.0,10,ABEL HERRANZ,11749.0,152.14699935913086,74806.0,16,FRACING ENDURANCE
361,17,1090,77477.0,2593.0,2671.0,39,ANGEL GAJINO,9750.0,152.1160011291504,77629.0,16,FRACING ENDURANCE
362,18,1139,80973.0,2745.0,3344.0,49,ANGEL GAJINO,13094.0,152.03200149536133,81125.0,16,FRACING ENDURANCE
363,19,1148,81740.0,2897.0,615.0,9,CARLOS LANGREO,13704.0,151.95999908447266,81892.0,16,FRACING ENDURANCE
364,20,1158,82587.0,3048.0,694.0,10,CARLOS LANGREO,14398.0,151.65099906921387,82738.0,16,FRACING ENDURANCE
365,21,1167,83365.0,3199.0,626.0,9,CARLOS LANGREO,15024.0,151.14599990844727,83516.0,16,FRACING ENDURANCE
366,22,1195,85444.0,3350.0,1928.0,28,CARLOS LANGREO,16953.0,150.79400062561035,85595.0,16,FRACING ENDURANCE
367,23,1207,86442.0,0.0,847.0,12,CARLOS LANGREO,17800.0,0.0,0.0,16,FRACING ENDURANCE
368,1,104,7089.0,151.0,7089.0,104,MIGUEL ANGEL GIL,7089.0,151.77599906921387,7241.0,17,PINK ARIZA CIRCUIT FRACING
369,2,126,8743.0,302.0,1501.0,22,JUAN TORIBIO,1501.0,150.9029998779297,8893.0,17,PINK ARIZA CIRCUIT FRACING
370,3,222,15414.0,456.0,6520.0,96,JUAN TORIBIO,8021.0,153.39099884033203,15567.0,17,PINK ARIZA CIRCUIT FRACING
371,4,273,19050.0,607.0,3482.0,51,JORGE GARCIA,3482.0,151.25699996948242,19201.0,17,PINK ARIZA CIRCUIT FRACING
372,5,388,26986.0,758.0,7785.0,115,JORGE GARCIA,11267.0,150.81500053405762,27137.0,17,PINK ARIZA CIRCUIT FRACING
373,6,398,27822.0,908.0,684.0,10,MIGUEL ANGEL GIL,7774.0,150.76499938964844,27972.0,17,PINK ARIZA CIRCUIT FRACING
374,7,443,31027.0,1059.0,3054.0,45,MIGUEL ANGEL GIL,10829.0,150.89299964904785,31178.0,17,PINK ARIZA CIRCUIT FRACING
375,8,556,38806.0,1211.0,7627.0,113,FERNANDO ZAMIT,7627.0,151.40800094604492,38957.0,17,PINK ARIZA CIRCUIT FRACING
376,9,568,39780.0,1362.0,822.0,12,FERNANDO ZAMIT,8450.0,151.14500045776367,39931.0,17,PINK ARIZA CIRCUIT FRACING
377,10,580,40755.0,1513.0,823.0,12,FERNANDO ZAMIT,9273.0,151.42399978637695,40906.0,17,PINK ARIZA CIRCUIT FRACING
378,11,646,45403.0,1666.0,4497.0,66,FERNANDO ZAMIT,13770.0,153.14500045776367,45556.0,17,PINK ARIZA CIRCUIT FRACING
379,12,679,47809.0,1818.0,2252.0,33,JUAN TORIBIO,10274.0,151.66500091552734,47961.0,17,PINK ARIZA CIRCUIT FRACING
380,13,752,52905.0,1969.0,4944.0,73,JUAN TORIBIO,15218.0,151.17300033569336,53056.0,17,PINK ARIZA CIRCUIT FRACING
381,14,764,53875.0,2121.0,818.0,12,MIGUEL ANGEL GIL,11647.0,151.5890007019043,54026.0,17,PINK ARIZA CIRCUIT FRACING
382,15,872,61316.0,2272.0,7290.0,108,MIGUEL ANGEL GIL,18937.0,150.9409999847412,61467.0,17,PINK ARIZA CIRCUIT FRACING
383,16,922,64876.0,2423.0,3409.0,50,JUAN TORIBIO,18628.0,151.0709991455078,65027.0,17,PINK ARIZA CIRCUIT FRACING
384,17,1039,72909.0,2574.0,7881.0,117,JORGE GARCIA,19149.0,151.27199935913086,73060.0,17,PINK ARIZA CIRCUIT FRACING
